Yahoo_Ticker,Code,銘柄名,Type,市場・商品区分,33業種区分,規模区分
1301.T,1301,極洋,Stock,プライム（内国株式）,水産・農林業,TOPIX Small 1
1306.T,1306,ＮＥＸＴ　ＦＵＮＤＳ　ＴＯＰＩＸ連動型上場投信,ETF,ETF・ETN,-,-
1321.T,1321,ＮＥＸＴ　ＦＵＮＤＳ　日経２２５連動型上場投信,ETF,ETF・ETN,-,-
1332.T,1332,ニッスイ,Stock,プライム（内国株式）,水産・農林業,TOPIX Mid400
1333.T,1333,マルハニチロ,Stock,プライム（内国株式）,水産・農林業,TOPIX Mid400
1357.T,1357,ＮＥＸＴ　ＦＵＮＤＳ　日経平均ダブルインバース・インデックス連動型上場投信,ETF,ETF・ETN,-,-
1375.T,1375,ユキグニファクトリー,Stock,プライム（内国株式）,水産・農林業,TOPIX Small 2
1376.T,1376,カネコ種苗,Stock,スタンダード（内国株式）,水産・農林業,TOPIX Small 2
1377.T,1377,サカタのタネ,Stock,プライム（内国株式）,水産・農林業,TOPIX Small 1
1379.T,1379,ホクト,Stock,プライム（内国株式）,水産・農林業,TOPIX Small 2
1414.T,1414,ショーボンドホールディングス,Stock,プライム（内国株式）,建設業,TOPIX Mid400
1417.T,1417,ミライト・ワン,Stock,プライム（内国株式）,建設業,TOPIX Mid400
1419.T,1419,タマホーム,Stock,プライム（内国株式）,建設業,TOPIX Small 1
1435.T,1435,ｒｏｂｏｔ　ｈｏｍｅ,Stock,スタンダード（内国株式）,不動産業,TOPIX Small 2
1514.T,1514,住石ホールディングス,Stock,スタンダード（内国株式）,鉱業,TOPIX Small 2
1515.T,1515,日鉄鉱業,Stock,プライム（内国株式）,鉱業,TOPIX Small 1
1518.T,1518,三井松島ホールディングス,Stock,プライム（内国株式）,その他製品,TOPIX Small 1
1570.T,1570,ＮＥＸＴ　ＦＵＮＤＳ　日経平均レバレッジ・インデックス連動型上場投信,ETF,ETF・ETN,-,-
1605.T,1605,ＩＮＰＥＸ,Stock,プライム（内国株式）,鉱業,TOPIX Mid400
1662.T,1662,石油資源開発,Stock,プライム（内国株式）,鉱業,TOPIX Small 1
1663.T,1663,Ｋ＆Ｏエナジーグループ,Stock,プライム（内国株式）,鉱業,TOPIX Small 1
167A.T,167A,リョーサン菱洋ホールディングス,Stock,プライム（内国株式）,卸売業,TOPIX Small 1
1716.T,1716,第一カッター興業,Stock,スタンダード（内国株式）,建設業,TOPIX Small 2
1719.T,1719,安藤・間,Stock,プライム（内国株式）,建設業,TOPIX Mid400
1720.T,1720,東急建設,Stock,プライム（内国株式）,建設業,TOPIX Small 1
1721.T,1721,コムシスホールディングス,Stock,プライム（内国株式）,建設業,TOPIX Mid400
1726.T,1726,ビーアールホールディングス,Stock,プライム（内国株式）,建設業,TOPIX Small 2
1762.T,1762,高松コンストラクショングループ,Stock,プライム（内国株式）,建設業,TOPIX Small 2
1766.T,1766,東建コーポレーション,Stock,プライム（内国株式）,建設業,TOPIX Small 1
1780.T,1780,ヤマウラ,Stock,プライム（内国株式）,建設業,TOPIX Small 2
1786.T,1786,オリエンタル白石,Stock,プライム（内国株式）,建設業,TOPIX Small 2
1801.T,1801,大成建設,Stock,プライム（内国株式）,建設業,TOPIX Mid400
1802.T,1802,大林組,Stock,プライム（内国株式）,建設業,TOPIX Mid400
1803.T,1803,清水建設,Stock,プライム（内国株式）,建設業,TOPIX Mid400
1808.T,1808,長谷工コーポレーション,Stock,プライム（内国株式）,建設業,TOPIX Mid400
1810.T,1810,松井建設,Stock,スタンダード（内国株式）,建設業,TOPIX Small 2
1812.T,1812,鹿島建設,Stock,プライム（内国株式）,建設業,TOPIX Mid400
1813.T,1813,不動テトラ,Stock,プライム（内国株式）,建設業,TOPIX Small 2
1815.T,1815,鉄建建設,Stock,プライム（内国株式）,建設業,TOPIX Small 2
1820.T,1820,西松建設,Stock,プライム（内国株式）,建設業,TOPIX Mid400
1822.T,1822,大豊建設,Stock,スタンダード（内国株式）,建設業,TOPIX Small 2
1833.T,1833,奥村組,Stock,プライム（内国株式）,建設業,TOPIX Small 1
1835.T,1835,東鉄工業,Stock,プライム（内国株式）,建設業,TOPIX Small 1
1852.T,1852,淺沼組,Stock,プライム（内国株式）,建設業,TOPIX Small 1
1860.T,1860,戸田建設,Stock,プライム（内国株式）,建設業,TOPIX Mid400
1861.T,1861,熊谷組,Stock,プライム（内国株式）,建設業,TOPIX Small 1
1870.T,1870,矢作建設工業,Stock,プライム（内国株式）,建設業,TOPIX Small 1
1871.T,1871,ピーエス・コンストラクション,Stock,プライム（内国株式）,建設業,TOPIX Small 2
1873.T,1873,日本ハウスホールディングス,Stock,プライム（内国株式）,建設業,TOPIX Small 2
1878.T,1878,大東建託,Stock,プライム（内国株式）,不動産業,TOPIX Mid400
1879.T,1879,新日本建設,Stock,プライム（内国株式）,建設業,TOPIX Small 2
1882.T,1882,東亜道路工業,Stock,プライム（内国株式）,建設業,TOPIX Small 1
1885.T,1885,東亜建設工業,Stock,プライム（内国株式）,建設業,TOPIX Small 1
1887.T,1887,日本国土開発,Stock,プライム（内国株式）,建設業,TOPIX Small 2
1888.T,1888,若築建設,Stock,プライム（内国株式）,建設業,TOPIX Small 2
1893.T,1893,五洋建設,Stock,プライム（内国株式）,建設業,TOPIX Mid400
1898.T,1898,世紀東急工業,Stock,プライム（内国株式）,建設業,TOPIX Small 1
1899.T,1899,福田組,Stock,プライム（内国株式）,建設業,TOPIX Small 2
1911.T,1911,住友林業,Stock,プライム（内国株式）,建設業,TOPIX Mid400
1925.T,1925,大和ハウス工業,Stock,プライム（内国株式）,建設業,TOPIX Large70
1926.T,1926,ライト工業,Stock,プライム（内国株式）,建設業,TOPIX Small 1
1928.T,1928,積水ハウス,Stock,プライム（内国株式）,建設業,TOPIX Large70
1929.T,1929,日特建設,Stock,プライム（内国株式）,建設業,TOPIX Small 2
1930.T,1930,北陸電気工事,Stock,プライム（内国株式）,建設業,TOPIX Small 2
1934.T,1934,ユアテック,Stock,プライム（内国株式）,建設業,TOPIX Small 1
1938.T,1938,日本リーテック,Stock,プライム（内国株式）,建設業,TOPIX Small 2
1939.T,1939,四電工,Stock,プライム（内国株式）,建設業,TOPIX Small 2
1941.T,1941,中電工,Stock,プライム（内国株式）,建設業,TOPIX Small 1
1942.T,1942,関電工,Stock,プライム（内国株式）,建設業,TOPIX Mid400
1944.T,1944,きんでん,Stock,プライム（内国株式）,建設業,TOPIX Mid400
1945.T,1945,東京エネシス,Stock,プライム（内国株式）,建設業,TOPIX Small 2
1946.T,1946,トーエネック,Stock,プライム（内国株式）,建設業,TOPIX Small 2
1949.T,1949,住友電設,Stock,プライム（内国株式）,建設業,TOPIX Small 1
1950.T,1950,日本電設工業,Stock,プライム（内国株式）,建設業,TOPIX Small 1
1951.T,1951,エクシオグループ,Stock,プライム（内国株式）,建設業,TOPIX Mid400
1952.T,1952,新日本空調,Stock,プライム（内国株式）,建設業,TOPIX Small 1
1959.T,1959,クラフティア,Stock,プライム（内国株式）,建設業,TOPIX Mid400
1961.T,1961,三機工業,Stock,プライム（内国株式）,建設業,TOPIX Small 1
1963.T,1963,日揮ホールディングス,Stock,プライム（内国株式）,建設業,TOPIX Mid400
1964.T,1964,中外炉工業,Stock,プライム（内国株式）,建設業,TOPIX Small 2
1968.T,1968,太平電業,Stock,プライム（内国株式）,建設業,TOPIX Small 1
1969.T,1969,高砂熱学工業,Stock,プライム（内国株式）,建設業,TOPIX Mid400
1975.T,1975,朝日工業社,Stock,プライム（内国株式）,建設業,TOPIX Small 1
1976.T,1976,明星工業,Stock,プライム（内国株式）,建設業,TOPIX Small 2
1979.T,1979,大氣社,Stock,プライム（内国株式）,建設業,TOPIX Small 1
1980.T,1980,ダイダン,Stock,プライム（内国株式）,建設業,TOPIX Small 1
1982.T,1982,日比谷総合設備,Stock,プライム（内国株式）,建設業,TOPIX Small 2
2001.T,2001,ニップン,Stock,プライム（内国株式）,食料品,TOPIX Small 1
2002.T,2002,日清製粉グループ本社,Stock,プライム（内国株式）,食料品,TOPIX Mid400
2003.T,2003,日東富士製粉,Stock,スタンダード（内国株式）,食料品,TOPIX Small 2
2004.T,2004,昭和産業,Stock,プライム（内国株式）,食料品,TOPIX Small 2
2053.T,2053,中部飼料,Stock,プライム（内国株式）,食料品,TOPIX Small 2
2060.T,2060,フィード・ワン,Stock,プライム（内国株式）,食料品,TOPIX Small 2
2108.T,2108,日本甜菜製糖,Stock,プライム（内国株式）,食料品,TOPIX Small 2
2109.T,2109,ＤＭ三井製糖,Stock,プライム（内国株式）,食料品,TOPIX Small 1
2117.T,2117,ウェルネオシュガー,Stock,プライム（内国株式）,食料品,TOPIX Small 2
2120.T,2120,ＬＩＦＵＬＬ,Stock,プライム（内国株式）,サービス業,TOPIX Small 2
2121.T,2121,ＭＩＸＩ,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 1
2124.T,2124,ジェイエイシーリクルートメント,Stock,プライム（内国株式）,サービス業,TOPIX Small 1
2127.T,2127,日本Ｍ＆Ａセンターホールディングス,Stock,プライム（内国株式）,サービス業,TOPIX Mid400
212A.T,212A,フィットイージー,Stock,プライム（内国株式）,サービス業,TOPIX Small 2
2130.T,2130,メンバーズ,Stock,プライム（内国株式）,サービス業,TOPIX Small 2
2146.T,2146,ＵＴグループ,Stock,プライム（内国株式）,サービス業,TOPIX Small 1
2148.T,2148,アイティメディア,Stock,プライム（内国株式）,サービス業,TOPIX Small 2
2153.T,2153,Ｅ・Ｊホールディングス,Stock,プライム（内国株式）,サービス業,TOPIX Small 2
2154.T,2154,オープンアップグループ,Stock,プライム（内国株式）,サービス業,TOPIX Small 1
2157.T,2157,コシダカホールディングス,Stock,プライム（内国株式）,サービス業,TOPIX Small 1
2168.T,2168,パソナグループ,Stock,プライム（内国株式）,サービス業,TOPIX Small 1
2170.T,2170,リンクアンドモチベーション,Stock,プライム（内国株式）,サービス業,TOPIX Small 2
2175.T,2175,エス・エム・エス,Stock,プライム（内国株式）,サービス業,TOPIX Small 1
2181.T,2181,パーソルホールディングス,Stock,プライム（内国株式）,サービス業,TOPIX Mid400
2193.T,2193,クックパッド,Stock,スタンダード（内国株式）,サービス業,TOPIX Small 2
2201.T,2201,森永製菓,Stock,プライム（内国株式）,食料品,TOPIX Mid400
2204.T,2204,中村屋,Stock,スタンダード（内国株式）,食料品,TOPIX Small 2
2206.T,2206,江崎グリコ,Stock,プライム（内国株式）,食料品,TOPIX Mid400
2207.T,2207,ｍｅｉｔｏ,Stock,プライム（内国株式）,食料品,TOPIX Small 2
2209.T,2209,井村屋グループ,Stock,プライム（内国株式）,食料品,TOPIX Small 2
2211.T,2211,不二家,Stock,プライム（内国株式）,食料品,TOPIX Small 2
2212.T,2212,山崎製パン,Stock,プライム（内国株式）,食料品,TOPIX Mid400
2217.T,2217,モロゾフ,Stock,プライム（内国株式）,食料品,TOPIX Small 2
2220.T,2220,亀田製菓,Stock,プライム（内国株式）,食料品,TOPIX Small 1
2222.T,2222,寿スピリッツ,Stock,プライム（内国株式）,食料品,TOPIX Mid400
2229.T,2229,カルビー,Stock,プライム（内国株式）,食料品,TOPIX Mid400
2264.T,2264,森永乳業,Stock,プライム（内国株式）,食料品,TOPIX Mid400
2266.T,2266,六甲バター,Stock,プライム（内国株式）,食料品,TOPIX Small 2
2267.T,2267,ヤクルト本社,Stock,プライム（内国株式）,食料品,TOPIX Mid400
2269.T,2269,明治ホールディングス,Stock,プライム（内国株式）,食料品,TOPIX Mid400
2270.T,2270,雪印メグミルク,Stock,プライム（内国株式）,食料品,TOPIX Small 1
2281.T,2281,プリマハム,Stock,プライム（内国株式）,食料品,TOPIX Small 1
2282.T,2282,日本ハム,Stock,プライム（内国株式）,食料品,TOPIX Mid400
2288.T,2288,丸大食品,Stock,プライム（内国株式）,食料品,TOPIX Small 2
2292.T,2292,Ｓ　Ｆｏｏｄｓ,Stock,プライム（内国株式）,食料品,TOPIX Small 1
2294.T,2294,柿安本店,Stock,プライム（内国株式）,食料品,TOPIX Small 2
2296.T,2296,伊藤ハム米久ホールディングス,Stock,プライム（内国株式）,食料品,TOPIX Small 1
2301.T,2301,学情,Stock,プライム（内国株式）,サービス業,TOPIX Small 2
2305.T,2305,スタジオアリス,Stock,スタンダード（内国株式）,サービス業,TOPIX Small 2
2307.T,2307,クロスキャット,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 2
2317.T,2317,システナ,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 1
2325.T,2325,ＮＪＳ,Stock,プライム（内国株式）,サービス業,TOPIX Small 2
2326.T,2326,デジタルアーツ,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 1
2327.T,2327,日鉄ソリューションズ,Stock,プライム（内国株式）,情報・通信業,TOPIX Mid400
2331.T,2331,ＡＬＳＯＫ,Stock,プライム（内国株式）,サービス業,TOPIX Mid400
2335.T,2335,キューブシステム,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 2
2337.T,2337,いちご,Stock,プライム（内国株式）,不動産業,TOPIX Small 1
2353.T,2353,日本駐車場開発,Stock,プライム（内国株式）,不動産業,TOPIX Small 1
2359.T,2359,コア,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 2
2371.T,2371,カカクコム,Stock,プライム（内国株式）,サービス業,TOPIX Mid400
2374.T,2374,セントケア・ホールディング,Stock,プライム（内国株式）,サービス業,TOPIX Small 2
2378.T,2378,ルネサンス,Stock,プライム（内国株式）,サービス業,TOPIX Small 2
2379.T,2379,ディップ,Stock,プライム（内国株式）,サービス業,TOPIX Small 1
2384.T,2384,ＳＢＳホールディングス,Stock,プライム（内国株式）,陸運業,TOPIX Small 1
2389.T,2389,デジタルホールディングス,Stock,プライム（内国株式）,サービス業,TOPIX Small 2
2395.T,2395,新日本科学,Stock,プライム（内国株式）,サービス業,TOPIX Small 2
2413.T,2413,エムスリー,Stock,プライム（内国株式）,サービス業,TOPIX Mid400
2429.T,2429,ワールドホールディングス,Stock,プライム（内国株式）,サービス業,TOPIX Small 2
2432.T,2432,ディー・エヌ・エー,Stock,プライム（内国株式）,情報・通信業,TOPIX Mid400
2433.T,2433,博報堂ＤＹホールディングス,Stock,プライム（内国株式）,サービス業,TOPIX Mid400
2440.T,2440,ぐるなび,Stock,スタンダード（内国株式）,サービス業,TOPIX Small 2
2445.T,2445,タカミヤ,Stock,プライム（内国株式）,サービス業,TOPIX Small 2
2461.T,2461,ファンコミュニケーションズ,Stock,プライム（内国株式）,サービス業,TOPIX Small 2
2462.T,2462,ライク,Stock,プライム（内国株式）,サービス業,TOPIX Small 2
2471.T,2471,エスプール,Stock,プライム（内国株式）,サービス業,TOPIX Small 2
2475.T,2475,ＷＤＢホールディングス,Stock,プライム（内国株式）,サービス業,TOPIX Small 2
2477.T,2477,手間いらず,Stock,スタンダード（内国株式）,情報・通信業,TOPIX Small 2
2489.T,2489,アドウェイズ,Stock,スタンダード（内国株式）,サービス業,TOPIX Small 2
2491.T,2491,バリューコマース,Stock,プライム（内国株式）,サービス業,TOPIX Small 2
2492.T,2492,インフォマート,Stock,プライム（内国株式）,サービス業,TOPIX Small 1
2501.T,2501,サッポロホールディングス,Stock,プライム（内国株式）,食料品,TOPIX Mid400
2502.T,2502,アサヒグループホールディングス,Stock,プライム（内国株式）,食料品,TOPIX Large70
2503.T,2503,キリンホールディングス,Stock,プライム（内国株式）,食料品,TOPIX Large70
250A.T,250A,シマダヤ,Stock,スタンダード（内国株式）,食料品,TOPIX Small 2
2531.T,2531,宝ホールディングス,Stock,プライム（内国株式）,食料品,TOPIX Mid400
2533.T,2533,オエノンホールディングス,Stock,プライム（内国株式）,食料品,TOPIX Small 2
2540.T,2540,養命酒製造,Stock,プライム（内国株式）,食料品,TOPIX Small 2
256A.T,256A,飛島ホールディングス,Stock,プライム（内国株式）,建設業,TOPIX Small 2
2579.T,2579,コカ・コーラ　ボトラーズジャパンホールディングス,Stock,プライム（内国株式）,食料品,TOPIX Mid400
2585.T,2585,ライフドリンク　カンパニー,Stock,プライム（内国株式）,食料品,TOPIX Small 1
2587.T,2587,サントリー食品インターナショナル,Stock,プライム（内国株式）,食料品,TOPIX Mid400
2590.T,2590,ダイドーグループホールディングス,Stock,プライム（内国株式）,食料品,TOPIX Small 1
2593.T,2593,伊藤園,Stock,プライム（内国株式）,食料品,TOPIX Mid400
2594.T,2594,キーコーヒー,Stock,プライム（内国株式）,食料品,TOPIX Small 2
2602.T,2602,日清オイリオグループ,Stock,プライム（内国株式）,食料品,TOPIX Small 1
2607.T,2607,不二製油,Stock,プライム（内国株式）,食料品,TOPIX Mid400
2613.T,2613,Ｊ－オイルミルズ,Stock,プライム（内国株式）,食料品,TOPIX Small 2
262A.T,262A,インターメスティック,Stock,プライム（内国株式）,小売業,TOPIX Small 2
2659.T,2659,サンエー,Stock,プライム（内国株式）,小売業,TOPIX Small 1
2664.T,2664,カワチ薬品,Stock,プライム（内国株式）,小売業,TOPIX Small 1
2670.T,2670,エービーシー・マート,Stock,プライム（内国株式）,小売業,TOPIX Mid400
2674.T,2674,ハードオフコーポレーション,Stock,プライム（内国株式）,小売業,TOPIX Small 2
2676.T,2676,高千穂交易,Stock,プライム（内国株式）,卸売業,TOPIX Small 2
2678.T,2678,アスクル,Stock,プライム（内国株式）,小売業,TOPIX Small 1
2681.T,2681,ゲオホールディングス,Stock,プライム（内国株式）,小売業,TOPIX Small 1
2685.T,2685,アンドエスティＨＤ,Stock,プライム（内国株式）,小売業,TOPIX Small 1
268A.T,268A,リガク・ホールディングス,Stock,プライム（内国株式）,精密機器,TOPIX Small 1
2692.T,2692,伊藤忠食品,Stock,プライム（内国株式）,卸売業,TOPIX Small 2
2695.T,2695,くら寿司,Stock,プライム（内国株式）,小売業,TOPIX Small 1
2698.T,2698,キャンドゥ,Stock,スタンダード（内国株式）,小売業,TOPIX Small 2
2726.T,2726,パルグループホールディングス,Stock,プライム（内国株式）,小売業,TOPIX Small 1
2730.T,2730,エディオン,Stock,プライム（内国株式）,小売業,TOPIX Small 1
2733.T,2733,あらた,Stock,プライム（内国株式）,卸売業,TOPIX Small 1
2734.T,2734,サーラコーポレーション,Stock,プライム（内国株式）,小売業,TOPIX Small 2
2737.T,2737,トーメンデバイス,Stock,プライム（内国株式）,卸売業,TOPIX Small 2
2742.T,2742,ハローズ,Stock,プライム（内国株式）,小売業,TOPIX Small 2
2749.T,2749,ＪＰホールディングス,Stock,プライム（内国株式）,サービス業,TOPIX Small 1
2752.T,2752,フジオフードグループ本社,Stock,プライム（内国株式）,小売業,TOPIX Small 1
2753.T,2753,あみやき亭,Stock,プライム（内国株式）,小売業,TOPIX Small 2
2760.T,2760,東京エレクトロン　デバイス,Stock,プライム（内国株式）,卸売業,TOPIX Small 1
2767.T,2767,円谷フィールズホールディングス,Stock,プライム（内国株式）,卸売業,TOPIX Small 1
2768.T,2768,双日,Stock,プライム（内国株式）,卸売業,TOPIX Mid400
2784.T,2784,アルフレッサ　ホールディングス,Stock,プライム（内国株式）,卸売業,TOPIX Mid400
2791.T,2791,大黒天物産,Stock,プライム（内国株式）,小売業,TOPIX Small 1
2792.T,2792,ハニーズホールディングス,Stock,プライム（内国株式）,小売業,TOPIX Small 2
2801.T,2801,キッコーマン,Stock,プライム（内国株式）,食料品,TOPIX Mid400
2802.T,2802,味の素,Stock,プライム（内国株式）,食料品,TOPIX Large70
2804.T,2804,ブルドックソース,Stock,プライム（内国株式）,食料品,TOPIX Small 2
2809.T,2809,キユーピー,Stock,プライム（内国株式）,食料品,TOPIX Mid400
2810.T,2810,ハウス食品グループ本社,Stock,プライム（内国株式）,食料品,TOPIX Mid400
2811.T,2811,カゴメ,Stock,プライム（内国株式）,食料品,TOPIX Mid400
2815.T,2815,アリアケジャパン,Stock,プライム（内国株式）,食料品,TOPIX Small 1
2819.T,2819,エバラ食品工業,Stock,スタンダード（内国株式）,食料品,TOPIX Small 2
285A.T,285A,キオクシアホールディングス,Stock,プライム（内国株式）,電気機器,TOPIX Mid400
2871.T,2871,ニチレイ,Stock,プライム（内国株式）,食料品,TOPIX Mid400
2874.T,2874,横浜冷凍,Stock,プライム（内国株式）,卸売業,TOPIX Small 1
2875.T,2875,東洋水産,Stock,プライム（内国株式）,食料品,TOPIX Mid400
2882.T,2882,イートアンドホールディングス,Stock,プライム（内国株式）,食料品,TOPIX Small 2
2884.T,2884,ヨシムラ・フード・ホールディングス,Stock,プライム（内国株式）,食料品,TOPIX Small 2
2897.T,2897,日清食品ホールディングス,Stock,プライム（内国株式）,食料品,TOPIX Mid400
2908.T,2908,フジッコ,Stock,プライム（内国株式）,食料品,TOPIX Small 2
2910.T,2910,ロック・フィールド,Stock,プライム（内国株式）,食料品,TOPIX Small 2
2914.T,2914,日本たばこ産業,Stock,プライム（内国株式）,食料品,TOPIX Core30
2915.T,2915,ケンコーマヨネーズ,Stock,プライム（内国株式）,食料品,TOPIX Small 2
2918.T,2918,わらべや日洋ホールディングス,Stock,プライム（内国株式）,食料品,TOPIX Small 1
2922.T,2922,なとり,Stock,プライム（内国株式）,食料品,TOPIX Small 2
2929.T,2929,ファーマフーズ,Stock,プライム（内国株式）,食料品,TOPIX Small 2
2930.T,2930,北の達人コーポレーション,Stock,プライム（内国株式）,化学,TOPIX Small 2
2931.T,2931,ユーグレナ,Stock,プライム（内国株式）,食料品,TOPIX Small 1
2933.T,2933,紀文食品,Stock,プライム（内国株式）,食料品,TOPIX Small 2
2935.T,2935,ピックルスホールディングス,Stock,プライム（内国株式）,食料品,TOPIX Small 2
2975.T,2975,スター・マイカ・ホールディングス,Stock,プライム（内国株式）,不動産業,TOPIX Small 2
2980.T,2980,ＳＲＥホールディングス,Stock,プライム（内国株式）,不動産業,TOPIX Small 2
3001.T,3001,片倉工業,Stock,スタンダード（内国株式）,繊維製品,TOPIX Small 2
3002.T,3002,グンゼ,Stock,プライム（内国株式）,繊維製品,TOPIX Small 1
3003.T,3003,ヒューリック,Stock,プライム（内国株式）,不動産業,TOPIX Mid400
3023.T,3023,ラサ商事,Stock,スタンダード（内国株式）,卸売業,TOPIX Small 2
3028.T,3028,アルペン,Stock,プライム（内国株式）,小売業,TOPIX Small 1
3031.T,3031,ラクーンホールディングス,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 2
3034.T,3034,クオールホールディングス,Stock,プライム（内国株式）,小売業,TOPIX Small 1
3036.T,3036,アルコニックス,Stock,プライム（内国株式）,卸売業,TOPIX Small 1
3038.T,3038,神戸物産,Stock,プライム（内国株式）,卸売業,TOPIX Mid400
3040.T,3040,ソリトンシステムズ,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 2
3046.T,3046,ジンズホールディングス,Stock,プライム（内国株式）,小売業,TOPIX Small 1
3048.T,3048,ビックカメラ,Stock,プライム（内国株式）,小売業,TOPIX Mid400
3050.T,3050,ＤＣＭホールディングス,Stock,プライム（内国株式）,小売業,TOPIX Small 1
3053.T,3053,ペッパーフードサービス,Stock,スタンダード（内国株式）,小売業,TOPIX Small 2
3064.T,3064,ＭｏｎｏｔａＲＯ,Stock,プライム（内国株式）,小売業,TOPIX Mid400
3076.T,3076,あい　ホールディングス,Stock,プライム（内国株式）,卸売業,TOPIX Small 1
3086.T,3086,Ｊ．フロント　リテイリング,Stock,プライム（内国株式）,小売業,TOPIX Mid400
3087.T,3087,ドトール・日レスホールディングス,Stock,プライム（内国株式）,小売業,TOPIX Small 1
3088.T,3088,マツキヨココカラ＆カンパニー,Stock,プライム（内国株式）,小売業,TOPIX Mid400
3091.T,3091,ブロンコビリー,Stock,プライム（内国株式）,小売業,TOPIX Small 1
3092.T,3092,ＺＯＺＯ,Stock,プライム（内国株式）,小売業,TOPIX Mid400
3093.T,3093,トレジャー・ファクトリー,Stock,プライム（内国株式）,小売業,TOPIX Small 2
3097.T,3097,物語コーポレーション,Stock,プライム（内国株式）,小売業,TOPIX Small 1
3099.T,3099,三越伊勢丹ホールディングス,Stock,プライム（内国株式）,小売業,TOPIX Mid400
3101.T,3101,東洋紡,Stock,プライム（内国株式）,化学,TOPIX Small 1
3103.T,3103,ユニチカ,Stock,プライム（内国株式）,繊維製品,TOPIX Small 2
3104.T,3104,富士紡ホールディングス,Stock,プライム（内国株式）,繊維製品,TOPIX Small 2
3105.T,3105,日清紡ホールディングス,Stock,プライム（内国株式）,電気機器,TOPIX Mid400
3106.T,3106,倉敷紡績,Stock,プライム（内国株式）,繊維製品,TOPIX Small 1
3107.T,3107,ダイワボウホールディングス,Stock,プライム（内国株式）,卸売業,TOPIX Mid400
3109.T,3109,シキボウ,Stock,プライム（内国株式）,繊維製品,TOPIX Small 2
3110.T,3110,日東紡績,Stock,プライム（内国株式）,ガラス・土石製品,TOPIX Small 1
3116.T,3116,トヨタ紡織,Stock,プライム（内国株式）,輸送用機器,TOPIX Mid400
3132.T,3132,マクニカホールディングス,Stock,プライム（内国株式）,卸売業,TOPIX Mid400
3134.T,3134,Ｈａｍｅｅ,Stock,スタンダード（内国株式）,小売業,TOPIX Small 2
3139.T,3139,ラクト・ジャパン,Stock,プライム（内国株式）,卸売業,TOPIX Small 2
3148.T,3148,クリエイトＳＤホールディングス,Stock,プライム（内国株式）,小売業,TOPIX Small 1
3150.T,3150,グリムス,Stock,プライム（内国株式）,電気・ガス業,TOPIX Small 2
3151.T,3151,バイタルケーエスケー・ホールディングス,Stock,プライム（内国株式）,卸売業,TOPIX Small 2
3153.T,3153,八洲電機,Stock,プライム（内国株式）,卸売業,TOPIX Small 2
3154.T,3154,メディアスホールディングス,Stock,プライム（内国株式）,卸売業,TOPIX Small 2
3156.T,3156,レスター,Stock,プライム（内国株式）,卸売業,TOPIX Small 2
3167.T,3167,ＴＯＫＡＩホールディングス,Stock,プライム（内国株式）,卸売業,TOPIX Small 1
3176.T,3176,三洋貿易,Stock,プライム（内国株式）,卸売業,TOPIX Small 2
3179.T,3179,シュッピン,Stock,プライム（内国株式）,小売業,TOPIX Small 2
3180.T,3180,ビューティガレージ,Stock,プライム（内国株式）,卸売業,TOPIX Small 2
3182.T,3182,オイシックス・ラ・大地,Stock,プライム（内国株式）,小売業,TOPIX Small 1
3183.T,3183,ウイン・パートナーズ,Stock,プライム（内国株式）,卸売業,TOPIX Small 2
3186.T,3186,ネクステージ,Stock,プライム（内国株式）,小売業,TOPIX Small 1
3191.T,3191,ジョイフル本田,Stock,プライム（内国株式）,小売業,TOPIX Small 1
3193.T,3193,エターナルホスピタリティグループ,Stock,プライム（内国株式）,小売業,TOPIX Small 2
3196.T,3196,ホットランドホールディングス,Stock,プライム（内国株式）,小売業,TOPIX Small 2
3197.T,3197,すかいらーくホールディングス,Stock,プライム（内国株式）,小売業,TOPIX Mid400
3198.T,3198,ＳＦＰホールディングス,Stock,プライム（内国株式）,小売業,TOPIX Small 2
3199.T,3199,綿半ホールディングス,Stock,プライム（内国株式）,小売業,TOPIX Small 2
3201.T,3201,日本毛織,Stock,プライム（内国株式）,繊維製品,TOPIX Small 1
3221.T,3221,ヨシックスホールディングス,Stock,プライム（内国株式）,小売業,TOPIX Small 2
3222.T,3222,ユナイテッド・スーパーマーケット・ホールディングス,Stock,スタンダード（内国株式）,小売業,TOPIX Small 1
3231.T,3231,野村不動産ホールディングス,Stock,プライム（内国株式）,不動産業,TOPIX Mid400
3232.T,3232,三重交通グループホールディングス,Stock,プライム（内国株式）,不動産業,TOPIX Small 2
3245.T,3245,ディア・ライフ,Stock,プライム（内国株式）,不動産業,TOPIX Small 2
3252.T,3252,地主,Stock,プライム（内国株式）,不動産業,TOPIX Small 2
3267.T,3267,フィル・カンパニー,Stock,スタンダード（内国株式）,建設業,TOPIX Small 2
3276.T,3276,ＪＰＭＣ,Stock,プライム（内国株式）,不動産業,TOPIX Small 2
